,Year,R/O,Country,Artist,Song,Language,Points,Place,SF,SF_Order,SF_Points,SF_Place
1157,2013,19,Iceland,Eythor Ingi,Ég á líf,Icelandic,47,17,2,8,72,6
1158,2013,20,Azerbaijan,Farid Mammadov,Hold Me,English,234,2,2,4,139,1
1159,2013,21,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Greek,152,6,2,9,121,2
1160,2013,22,Ukraine,Zlata Ognevich,Gravity,English,214,3,1,7,140,3
1161,2013,23,Italy,Marco Mengoni,L'essenziale,Italian,126,7,,,,
1162,2013,24,Norway,Margaret Berger,I Feed You My Love,English,191,4,2,13,120,3
1163,2013,25,Georgia,Nodi Tatishvili and Sophie Gelovani,Waterfall,English,50,15,2,15,63,10
1164,2013,26,Ireland,Ryan Dolan,Only Love Survives,English,5,26,1,13,54,8
1542,2013,,Austria,Natália Kelly,Shine,English,,,1,1,27,14
1543,2013,,Slovenia,Hannah,Straight into Love,English,,,1,3,8,16
1544,2013,,Croatia,Klapa s Mora,Mižerja,Croatian,,,1,4,38,13
1545,2013,,Montenegro,Who See,Igranka (Игранка),Montenegrin,,,1,9,41,12
1546,2013,,Cyprus,Despina Olympiou,An me thimasai (Aν με θυμάσαι),Greek,,,1,14,11,15
1547,2013,,Serbia,Moje 3,Ljubav je svuda (Љубав је свуда),Serbian,,,1,16,46,11
1548,2013,,Latvia,PeR,Here We Go,English,,,2,1,13,17
1549,2013,,San Marino,Valentina Monetta,Crisalide (Vola),Italian,,,2,2,47,11
1550,2013,,Macedonia,Esma and Lozano,Pred da se razdeni (Пред да се раздени),"Macedonian, Romani",,,2,3,28,16
1551,2013,,Bulgaria,Elitsa Todorova and Stoyan Yankoulov,Samo shampioni (Само шампиони),Bulgarian,,,2,7,45,12
1552,2013,,Israel,Moran Mazor,Rak Bishvilo (רק בשבילו),Hebrew,,,2,10,40,14
1553,2013,,Albania,Adrian Lulgjuraj and Bledar Sejko,Identitet,Albanian,,,2,14,31,15
1554,2013,,Switzerland,Takasa,You and Me,English,,,2,16,41,13
1165,2014,1,Ukraine,Mariya Yaremchuk,Tick-Tock,English,113,6,1,9,118,5
1166,2014,2,Belarus,Teo,Cheesecake,English,43,16,2,10,87,5
1167,2014,3,Azerbaijan,Dilara Kazimova,Start a Fire,English,33,22,1,8,57,9
1168,2014,4,Iceland,Pollapönk,No Prejudice,English,58,15,1,5,61,8
1169,2014,5,Norway,Carl Espen,Silent Storm,English,88,8,2,3,77,6
1170,2014,6,Romania,Paula Seling and Ovi,Miracle,English,72,12,2,15,125,2
1171,2014,7,Armenia,Aram Mp3,Not Alone,English,174,4,1,1,121,4
1172,2014,8,Montenegro,Sergej Ćetković,Moj svijet (Мој свијет),Montenegrin,37,19,1,15,63,7
1173,2014,9,Poland,Donatan and Cleo,My Słowianie – We Are Slavic,"Polish, English",62,14,2,5,70,8
1174,2014,10,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,English,35,20,2,13,74,7
1175,2014,11,Austria,Conchita Wurst,Rise Like a Phoenix,English,290,1,2,6,169,1
1176,2014,12,Germany,Elaiza,Is It Right,English,39,18,,,,
1177,2014,13,Sweden,Sanna Nielsen,Undo,English,218,3,1,4,131,2
1178,2014,14,France,Twin Twin,Moustache,French,2,26,,,,
1179,2014,15,Russia,Tolmachevy Sisters,Shine,English,89,7,1,7,63,6
1180,2014,16,Italy,Emma,La mia città,Italian,33,21,,,,
1181,2014,17,Slovenia,Tinkara Kovač,Round and Round,"English, Slovene",9,25,2,14,52,10
1182,2014,18,Finland,Softengine,Something Better,English,72,11,2,8,97,3
1183,2014,19,Spain,Ruth Lorenzo,Dancing in the Rain,"English, Spanish",74,10,,,,
1184,2014,20,Switzerland,Sebalter,Hunter of Stars,English,64,13,2,12,92,4
1185,2014,21,Hungary,András Kállay-Saunders,Running,English,143,5,1,16,127,3
1186,2014,22,Malta,Firelight,Coming Home,English,32,23,2,1,63,9
1187,2014,23,Denmark,Basim,Cliche Love Song,English,74,9,,,,
1188,2014,24,Netherlands,The Common Linnets,Calm After the Storm,English,238,2,1,14,150,1
1189,2014,25,San Marino,Valentina Monetta,Maybe,English,14,24,1,12,40,10
1190,2014,26,United Kingdom,Molly,Children of the Universe,English,40,17,,,,
1555,2014,,Latvia,Aarzemnieki,Cake to Bake,English,,,1,2,33,13
1556,2014,,Estonia,Tanja,Amazing,English,,,1,3,36,12
1557,2014,,Albania,Hersi,One Night's Anger,English,,,1,6,22,15
1558,2014,,Belgium,Axel Hirsoux,Mother,English,,,1,10,28,14
1559,2014,,Moldova,Cristina Scarlat,Wild Soul,English,,,1,11,13,16
1560,2014,,Portugal,Suzy,Quero ser tua,Portuguese,,,1,13,39,11
1561,2014,,Israel,Mei Finegold,Same Heart,"English, Hebrew",,,2,2,19,14
1562,2014,,Georgia,The Shin and Mariko,Three Minutes to Earth,English,,,2,4,15,15
1563,2014,,Lithuania,Vilija,Attention,English,,,2,7,36,11
1564,2014,,Ireland,Can-linn feat. Kasey Smith,Heartbeat,English,,,2,9,35,12
1565,2014,,Macedonia,Tijana,To the Sky,English,,,2,11,33,13
1191,2015,1,Slovenia,Maraaya,Here for You,English,39,14,2,16,92,5
1192,2015,2,France,Lisa Angell,N'oubliez pas,French,4,25,,,,
1193,2015,3,Israel,Nadav Guedj,Golden Boy,English,97,9,2,9,151,3
1194,2015,4,Estonia,Elina Born and Stig Rästa,Goodbye to Yesterday,English,106,7,1,7,105,3
1195,2015,5,United Kingdom,Electro Velvet,Still in Love with You,English,5,24,,,,
1196,2015,6,Armenia,Genealogy,Face the Shadow,English,34,16,1,2,77,7
1197,2015,7,Lithuania,Monika Linkytė and Vaidas Baumila,This Time,English,30,18,2,1,67,7
1198,2015,8,Serbia,Bojana Stamenov,Beauty Never Lies,English,53,10,1,9,63,9
1199,2015,9,Norway,Mørland and Debrah Scarlett,A Monster Like Me,English,102,8,2,6,123,4
1200,2015,10,Sweden,Måns Zelmerlöw,Heroes,English,365,1,2,13,217,1
1201,2015,11,Cyprus,John Karayiannis,One Thing I Should Have Done,English,11,22,2,15,87,6
1202,2015,12,Australia,Guy Sebastian,Tonight Again,English,196,5,,,,
1203,2015,13,Belgium,Loïc Nottet,Rhythm Inside,English,217,4,1,3,149,2
1204,2015,14,Austria,The Makemakes,I Am Yours,English,0,26,,,,
1205,2015,15,Greece,Maria Elena Kyriakou,One Last Breath,English,23,19,1,6,81,6
1206,2015,16,Montenegro,Knez,Adio (Адио),Montenegrin,44,13,2,4,57,9
1207,2015,17,Germany,Ann Sophie,Black Smoke,English,0,27,,,,
1208,2015,18,Poland,Monika Kuszyńska,In the Name of Love,English,10,23,2,17,57,8
1209,2015,19,Latvia,Aminata,Love Injected,English,186,6,2,10,155,2
1210,2015,20,Romania,Voltaj,De la capăt,"Romanian, English",35,15,1,15,89,5
1211,2015,21,Spain,Edurne,Amanecer,Spanish,15,21,,,,
1212,2015,22,Hungary,Boggie,Wars for Nothing,English,19,20,1,10,67,8
1213,2015,23,Georgia,Nina Sublatti,Warrior,English,51,11,1,16,98,4
1214,2015,24,Azerbaijan,Elnur Hüseynov,Hour of the Wolf,English,49,12,2,11,53,10
1215,2015,25,Russia,Polina Gagarina,A Million Voices,English,303,2,1,12,182,1
1216,2015,26,Albania,Elhaida Dani,I'm Alive,English,34,17,1,14,62,10
1217,2015,27,Italy,Il Volo,Grande amore,Italian,292,3,,,,
1566,2015,,Moldova,Eduard Romanyuta,I Want Your Love,English,,,1,1,41,11
1567,2015,,Netherlands,Trijntje Oosterhuis,Walk Along,English,,,1,4,33,14
1568,2015,,Finland,Pertti Kurikan Nimipäivät,Aina mun pitää,Finnish,,,1,5,13,16
1569,2015,,Macedonia,Daniel Kajmakoski,Autumn Leaves,English,,,1,8,28,15
1570,2015,,Belarus,Uzari and Maimuna,Time,English,,,1,11,39,12
1571,2015,,Denmark,Anti Social Media,The Way You Are,English,,,1,13,33,13
1572,2015,,Ireland,Molly Sterling,Playing with Numbers,English,,,2,2,35,12
1573,2015,,San Marino,Anita Simoncini and Michele Perniola,Chain of Lights,English,,,2,3,11,16
1574,2015,,Malta,Amber,Warrior,English,,,2,5,43,11
1575,2015,,Portugal,Leonor Andrade,Há um mar que nos separa,Portuguese,,,2,7,19,14
1576,2015,,Czech Republic,Marta Jandová and Václav Noid Bárta,Hope Never Dies,English,,,2,8,33,13
1577,2015,,Iceland,Maria Olafs,Unbroken,English,,,2,12,14,15
1578,2015,,Switzerland,Mélanie René,Time to Shine,English,,,2,14,4,17
1218,2016,1,Belgium,Laura Tesoro,What's the Pressure,English,181,10,2,18,274,3
1219,2016,2,Czech Republic,Gabriela Gunčíková,I Stand,English,41,25,1,10,161,9
1220,2016,3,Netherlands,Douwe Bob,Slow Down,English,153,11,1,6,197,5
1221,2016,4,Azerbaijan,Samra,Miracle,English,117,17,1,14,185,6
1222,2016,5,Hungary,Freddie,Pioneer,English,108,19,1,4,197,4
1223,2016,6,Italy,Francesca Michielin,No Degree of Separation,"Italian, English",124,16,,,,
1224,2016,7,Israel,Hovi Star,Made of Stars,English,135,14,2,4,147,7
1225,2016,8,Bulgaria,Poli Genova,If Love Was a Crime,"English, Bulgarian",307,4,2,12,220,5
1226,2016,9,Sweden,Frans,If I Were Sorry,English,261,5,,,,
1227,2016,10,Germany,Jamie-Lee,Ghost,English,11,26,,,,
1228,2016,11,France,Amir,J'ai cherché,"French, English",257,6,,,,
1229,2016,12,Poland,Michał Szpak,Color of Your Life,English,229,8,2,2,151,6
1230,2016,13,Australia,Dami Im,Sound of Silence,English,511,2,2,10,330,1
1231,2016,14,Cyprus,Minus One,Alter Ego,English,96,21,1,11,164,8
1232,2016,15,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),English,115,18,,,,
1233,2016,16,Lithuania,Donny Montell,I've Been Waiting for This Night,English,200,9,2,9,222,4
1234,2016,17,Croatia,Nina Kraljić,Lighthouse,English,73,23,1,5,133,10
1235,2016,18,Russia,Sergey Lazarev,You Are the Only One,English,491,3,1,9,342,1
1236,2016,19,Spain,Barei,Say Yay!,English,77,22,,,,
1237,2016,20,Latvia,Justs,Heartbeat,English,132,15,2,1,132,8
1238,2016,21,Ukraine,Jamala,1944,"English, Crimean Tatar",534,1,2,14,287,2
1239,2016,22,Malta,Ira Losco,Walk on Water,English,153,12,1,18,209,3
1240,2016,23,Georgia,Nika Kocharov and Young Georgian Lolitaz,Midnight Gold,English,104,20,2,16,123,9
1241,2016,24,Austria,Zoë,Loin d'ici,French,151,13,1,12,170,7
1242,2016,25,United Kingdom,Joe and Jake,You're Not Alone,English,62,24,,,,
1243,2016,26,Armenia,Iveta Mukuchyan,LoveWave,English,249,7,1,7,243,2
1579,2016,,Finland,Sandhja,Sing It Away,English,,,1,1,51,15
1580,2016,,Greece,Argo,Utopian Land,"English, Greek",,,1,2,44,16
1581,2016,,Moldova,Lidia Isac,Falling Stars,English,,,1,3,33,17
1582,2016,,San Marino,Serhat,I Didn't Know,English,,,1,8,68,12
1583,2016,,Estonia,Jüri Pootsmann,Play,English,,,1,13,24,18
1584,2016,,Montenegro,Highway,The Real Thing,English,,,1,15,60,13
1585,2016,,Iceland,Greta Salóme,Hear Them Calling,English,,,1,16,51,14
1586,2016,,Bosnia and Herzegovina,Dalal and Deen feat. Ana Rucner and Jala,Ljubav je,Bosnian,,,1,17,104,11
1587,2016,,Switzerland,Rykka,The Last of Our Kind,English,,,2,3,28,18
1588,2016,,Belarus,Ivan,Help You Fly,English,,,2,5,84,12
1589,2016,,Serbia,Sanja Vučić Zaa,Goodbye (Shelter),English,,,2,6,105,10
1590,2016,,Ireland,Nicky Byrne,Sunlight,English,,,2,7,46,15
1591,2016,,Macedonia,Kaliopi,Dona (Дона),Macedonian,,,2,8,88,11
1592,2016,,Slovenia,ManuElla,Blue and Red,English,,,2,11,57,14
1593,2016,,Denmark,Lighthouse X,Soldiers of Love,English,,,2,13,34,17
1594,2016,,Norway,Agnete,Icebreaker,English,,,2,15,63,13
1595,2016,,Albania,Eneda Tarifa,Fairytale,English,,,2,17,45,16
1244,2017,1,Israel,Imri,I Feel Alive,English,39,23,2,18,207,3
1245,2017,2,Poland,Kasia Moś,Flashlight,English,64,22,1,11,119,9
1246,2017,3,Belarus,Naviband,Story of My Life,Belarusian,83,17,2,14,110,9
1247,2017,4,Austria,Nathan Trent,Running on Air,English,93,16,2,2,147,7
1248,2017,5,Armenia,Artsvik,Fly with Me,English,79,18,1,16,152,7
1249,2017,6,Netherlands,OG3NE,Lights and Shadows,English,150,11,2,6,200,4
1250,2017,7,Moldova,SunStroke Project,Hey Mamma,English,374,3,1,12,291,2
1251,2017,8,Hungary,Joci Pápai,Origo,Hungarian,200,8,2,7,231,2
1252,2017,9,Italy,Francesco Gabbani,Occidentali's Karma,Italian,334,6,,,,
1253,2017,10,Denmark,Anja Nissen,Where I Am,English,77,20,2,8,101,10
1254,2017,11,Portugal,Salvador Sobral,Amar pelos dois,Portuguese,758,1,1,9,370,1
1255,2017,12,Azerbaijan,Dihaj,Skeletons,English,120,14,1,8,150,8
1256,2017,13,Croatia,Jacques Houdek,My Friend,"English, Italian",128,13,2,11,141,8
1257,2017,14,Australia,Isaiah,Don't Come Easy,English,173,9,1,3,160,6
1258,2017,15,Greece,Demy,This Is Love,English,77,19,1,10,115,10
1259,2017,16,Spain,Manel Navarro,Do It for Your Lover,"Spanish, English",5,26,,,,
1260,2017,17,Norway,Jowst,Grab the Moment,English,158,10,2,12,189,5
1261,2017,18,United Kingdom,Lucie Jones,Never Give Up on You,English,111,15,,,,
1262,2017,19,Cyprus,Hovig,Gravity,English,68,21,1,15,164,5
1263,2017,20,Romania,Ilinca feat. Alex Florea,Yodel It!,English,282,7,2,5,174,6
1264,2017,21,Germany,Levina,Perfect Life,English,6,25,,,,
1265,2017,22,Ukraine,O.Torvald,Time,English,36,24,,,,
1266,2017,23,Belgium,Blanche,City Lights,English,363,4,1,5,165,4
1267,2017,24,Sweden,Robin Bengtsson,I Can't Go On,English,344,5,1,1,227,3
1268,2017,25,Bulgaria,Kristian Kostov,Beautiful Mess,English,615,2,2,15,403,1
1269,2017,26,France,Alma,Requiem,"French, English",135,12,,,,
1596,2017,,Georgia,Tamara Gachechiladze,Keep the Faith,English,,,1,2,99,11
1597,2017,,Albania,Lindita,World,English,,,1,4,76,14
1598,2017,,Montenegro,Slavko Kalezić,Space,English,,,1,6,56,16
1599,2017,,Finland,Norma John,Blackbird,English,,,1,7,92,12
1600,2017,,Iceland,Svala,Paper,English,,,1,13,60,15
1601,2017,,Czech Republic,Martina Bárta,My Turn,English,,,1,14,83,13
1602,2017,,Slovenia,Omar Naber,On My Way,English,,,1,17,36,17
1603,2017,,Latvia,Triana Park,Line,English,,,1,18,21,18
1604,2017,,Serbia,Tijana Bogićević,In Too Deep,English,,,2,1,98,11
1605,2017,,Macedonia,Jana Burčeska,Dance Alone,English,,,2,3,69,15
1606,2017,,Malta,Claudia Faniello,Breathlessly,English,,,2,4,55,16
1607,2017,,Ireland,Brendan Murray,Dying to Try,English,,,2,9,86,13
1608,2017,,San Marino,Valentina Monetta and Jimmie Wilson,Spirit of the Night,English,,,2,10,1,18
1609,2017,,Switzerland,Timebelle,Apollo,English,,,2,13,97,12
1610,2017,,Lithuania,Fusedmarc,Rain of Revolution,English,,,2,16,42,17
1611,2017,,Estonia,Koit Toome and Laura,Verona,English,,,2,17,85,14
1270,2018,1,Ukraine,Mélovin,Under the Ladder,English,130,17,2,18,179,6
1271,2018,2,Spain,Amaia and Alfred,Tu canción,Spanish,61,23,,,,
1272,2018,3,Slovenia,Lea Sirk,"Hvala, ne!",Slovene,64,22,2,17,132,8
1273,2018,4,Lithuania,Ieva Zasimauskaitė,When We're Old,English,181,12,1,6,119,9
1274,2018,5,Austria,Cesár Sampson,Nobody but You,English,342,3,1,13,231,4
1275,2018,6,Estonia,Elina Nechayeva,La forza,Italian,245,8,1,9,201,5
1276,2018,7,Norway,Alexander Rybak,That's How You Write a Song,English,144,15,2,1,266,1
1277,2018,8,Portugal,Cláudia Pascoal,O jardim,Portuguese,39,26,,,,
1278,2018,9,United Kingdom,SuRie,Storm,English,48,24,,,,
1279,2018,10,Serbia,Sanja Ilić and Balkanika,Nova deca (Нова деца),Serbian,113,19,2,3,117,9
1280,2018,11,Germany,Michael Schulte,You Let Me Walk Alone,English,340,4,,,,
1281,2018,12,Albania,Eugent Bushpepa,Mall,Albanian,184,11,1,3,162,8
1282,2018,13,France,Madame Monsieur,Mercy,French,173,13,,,,
1283,2018,14,Czech Republic,Mikolas Josef,Lie to Me,English,281,6,1,5,232,3
1284,2018,15,Denmark,Rasmussen,Higher Ground,English,226,9,2,5,204,5
1285,2018,16,Australia,Jessica Mauboy,We Got Love,English,99,20,2,9,212,4
1286,2018,17,Finland,Saara Aalto,Monsters,English,46,25,1,15,108,10
1287,2018,18,Bulgaria,Equinox,Bones,English,166,14,1,10,177,7
1288,2018,19,Moldova,DoReDoS,My Lucky Day,English,209,10,2,7,235,3
1289,2018,20,Sweden,Benjamin Ingrosso,Dance You Off,English,274,7,2,15,254,2
1290,2018,21,Hungary,AWS,Viszlát nyár,Hungarian,93,21,2,13,111,10
1291,2018,22,Israel,Netta,Toy,English,529,1,1,7,283,1
1292,2018,23,Netherlands,Waylon,Outlaw in 'Em,English,121,18,2,8,174,7
1293,2018,24,Ireland,Ryan O'Shaughnessy,Together,English,136,16,1,18,179,6
1294,2018,25,Cyprus,Eleni Foureira,Fuego,English,436,2,1,19,262,2
1295,2018,26,Italy,Ermal Meta and Fabrizio Moro,Non mi avete fatto niente,Italian,308,5,,,,
1612,2018,,Azerbaijan,Aisel,X My Heart,English,,,1,1,94,11
1613,2018,,Iceland,Ari Ólafsson,Our Choice,English,,,1,2,15,19
1614,2018,,Belgium,Sennek,A Matter of Time,English,,,1,4,91,12
1615,2018,,Belarus,Alekseev,Forever,English,,,1,8,65,16
1616,2018,,Macedonia,Eye Cue,Lost and Found,English,,,1,11,24,18
1617,2018,,Croatia,Franka,Crazy,English,,,1,12,63,17
1618,2018,,Greece,Yianna Terzi,Oniro mou (Όνειρό μου),Greek,,,1,14,81,14
1619,2018,,Armenia,Sevak Khanagyan,Qami (Քամի),Armenian,,,1,16,79,15
1620,2018,,Switzerland,Zibbz,Stones,English,,,1,17,86,13
1621,2018,,Romania,The Humans,Goodbye,English,,,2,2,107,11
1622,2018,,San Marino,Jessika feat. Jenifer Brening,Who We Are,English,,,2,4,28,17
1623,2018,,Russia,Julia Samoylova,I Won't Break,English,,,2,6,65,15
1624,2018,,Georgia,Ethno-Jazz Band Iriao,For You,Georgian,,,2,10,24,18
1625,2018,,Poland,Gromee feat. Lukas Meijer,Light Me Up,English,,,2,11,81,14
1626,2018,,Malta,Christabelle,Taboo,English,,,2,12,101,13
1627,2018,,Latvia,Laura Rizzotto,Funny Girl,English,,,2,14,106,12
1628,2018,,Montenegro,Vanja Radovanović,Inje (Иње),Montenegrin,,,2,16,40,16
1296,2019,1,Malta,Michela,Chameleon,English,107,14,2,11,157,8
1297,2019,2,Albania,Jonida Maliqi,Ktheju tokës,Albanian,90,17,2,14,96,9
1298,2019,3,Czech Republic,Lake Malawi,Friend of a Friend,English,157,11,1,6,242,2
1299,2019,4,Germany,S!sters,Sister,English,24,25,,,,
1300,2019,5,Russia,Sergey Lazarev,Scream,English,370,3,2,13,217,6
1301,2019,6,Denmark,Leonora,Love Is Forever,"English, French",120,12,2,7,94,10
1302,2019,7,San Marino,Serhat,Say Na Na Na,English,77,19,1,17,150,8
1303,2019,8,Macedonia,Tamara Todevska,Proud,English,305,7,2,17,239,2
1304,2019,9,Sweden,John Lundvik,Too Late for Love,English,334,5,2,8,238,3
1305,2019,10,Slovenia,Zala Kralj and Gašper Šantl,Sebi,Slovene,105,15,1,5,167,6
1306,2019,11,Cyprus,Tamta,Replay,English,109,13,1,1,149,9
1307,2019,12,Netherlands,Duncan Laurence,Arcade,English,498,1,2,16,280,1
1308,2019,13,Greece,Katerine Duska,Better Love,English,74,21,1,16,185,5
1309,2019,14,Israel,Kobi Marimi,Home,English,35,23,,,,
1310,2019,15,Norway,Keiino,Spirit in the Sky,"English, Northern Sámi",331,6,2,15,210,7
1311,2019,16,United Kingdom,Michael Rice,Bigger than Us,English,11,26,,,,
1312,2019,17,Iceland,Hatari,Hatrið mun sigra,Icelandic,232,10,1,13,221,3
1313,2019,18,Estonia,Victor Crone,Storm,English,76,20,1,14,198,4
1314,2019,19,Belarus,Zena,Like It,English,31,24,1,8,122,10
1315,2019,20,Azerbaijan,Chingiz,Truth,English,302,8,2,18,224,5
1316,2019,21,France,Bilal Hassani,Roi,"French, English",105,16,,,,
1317,2019,22,Italy,Mahmood,Soldi,Italian,472,2,,,,
1318,2019,23,Serbia,Nevena Božović,Kruna (Круна),Serbian,89,18,1,9,156,7
1319,2019,24,Switzerland,Luca Hänni,She Got Me,English,364,4,2,4,232,4
1320,2019,25,Australia,Kate Miller-Heidke,Zero Gravity,English,284,9,1,12,261,1
1321,2019,26,Spain,Miki,La venda,Spanish,54,22,,,,
1629,2019,,Montenegro,D mol,Heaven,English,,,1,2,46,16
1630,2019,,Finland,Darude feat. Sebastian Rejman,Look Away,English,,,1,3,23,17
1631,2019,,Poland,Tulia,Fire of Love (Pali się),"Polish, English",,,1,4,120,11
1632,2019,,Hungary,Joci Pápai,Az én apám,Hungarian,,,1,7,97,12
1633,2019,,Belgium,Eliot,Wake Up,English,,,1,10,70,13
1634,2019,,Georgia,Oto Nemsadze,Keep On Going,Georgian,,,1,11,62,14
1635,2019,,Portugal,Conan Osíris,Telemóveis,Portuguese,,,1,15,51,15
1636,2019,,Armenia,Srbuk,Walking Out,English,,,2,1,49,16
1637,2019,,Ireland,Sarah McTernan,22,English,,,2,2,16,18
1638,2019,,Moldova,Anna Odobescu,Stay,English,,,2,3,85,12
1639,2019,,Latvia,Carousel,That Night,English,,,2,5,50,15
1640,2019,,Romania,Ester Peony,On a Sunday,English,,,2,6,71,13
1641,2019,,Austria,Pænda,Limits,English,,,2,9,21,17
1642,2019,,Croatia,Roko,The Dream,"English, Croatian",,,2,10,64,14
1643,2019,,Lithuania,Jurij Veklenko,Run with the Lions,English,,,2,12,93,11
1322,2021,1,Cyprus,Elena Tsagrinou,El Diablo,English,94,16,1,8,170,6
1323,2021,2,Albania,Anxhela Peristeri,Karma,Albanian,57,21,2,11,112,10
1324,2021,3,Israel,Eden Alene,Set Me Free,English,93,17,1,12,192,5
1325,2021,4,Belgium,Hooverphonic,The Wrong Place,English,74,19,1,11,117,9
1326,2021,5,Russia,Manizha,Russian Woman,"Russian, English",204,9,1,3,225,3
1327,2021,6,Malta,Destiny,Je me casse,English,255,7,1,16,325,1
1328,2021,7,Portugal,The Black Mamba,Love Is on My Side,English,153,12,2,12,239,4
1329,2021,8,Serbia,Hurricane,Loco Loco,Serbian,102,15,2,9,124,8
1330,2021,9,United Kingdom,James Newman,Embers,English,0,26,,,,
1331,2021,10,Greece,Stefania,Last Dance,English,170,10,2,4,184,6
1332,2021,11,Switzerland,Gjon's Tears,Tout l'univers,French,432,3,2,16,291,1
1333,2021,12,Iceland,Daði og Gagnamagnið,10 Years,English,378,4,2,8,288,2
1334,2021,13,Spain,Blas Cantó,Voy a quedarme,Spanish,6,24,,,,
1335,2021,14,Moldova,Natalia Gordienko,Sugar,English,115,13,2,7,179,7
1336,2021,15,Germany,Jendrik,I Don't Feel Hate,English,3,25,,,,
1337,2021,16,Finland,Blind Channel,Dark Side,English,301,6,2,14,234,5
1338,2021,17,Bulgaria,Victoria,Growing Up Is Getting Old,English,170,11,2,13,250,3
1339,2021,18,Lithuania,The Roop,Discoteque,English,220,8,1,1,203,4
1340,2021,19,Ukraine,Go_A,Shum (Шум),Ukrainian,364,5,1,15,267,2
1341,2021,20,France,Barbara Pravi,Voilà,French,499,2,,,,
1342,2021,21,Azerbaijan,Efendi,Mata Hari,English,65,20,1,14,138,8
1343,2021,22,Norway,Tix,Fallen Angel,English,75,18,1,9,115,10
1344,2021,23,Netherlands,Jeangu Macrooy,Birth of a New Age,"English, Sranan Tongo",11,23,,,,
1345,2021,24,Italy,Måneskin,Zitti e buoni,Italian,524,1,,,,
1346,2021,25,Sweden,Tusse,Voices,English,109,14,1,4,142,7
1347,2021,26,San Marino,Senhit,Adrenalina,English,50,22,2,1,118,9
1644,2021,,Slovenia,Ana Soklič,Amen,English,,,1,2,44,13
1645,2021,,Australia,Montaigne,Technicolour,English,,,1,5,28,14
1646,2021,,Macedonia,Vasil,Here I Stand,English,,,1,6,23,15
1647,2021,,Ireland,Lesley Roy,Maps,English,,,1,7,20,16
1648,2021,,Croatia,Albina,Tick-Tock,"English, Croatian",,,1,10,110,11
1649,2021,,Romania,Roxen,Amnesia,English,,,1,13,85,12
1650,2021,,Estonia,Uku Suviste,The Lucky One,English,,,2,2,58,13
1651,2021,,Czech Republic,Benny Cristo,Omaga,English,,,2,3,23,15
1652,2021,,Austria,Vincent Bueno,Amen,English,,,2,5,66,12
1653,2021,,Poland,Rafał,The Ride,English,,,2,6,35,14
1654,2021,,Georgia,Tornike Kipiani,You,English,,,2,10,16,16
1655,2021,,Latvia,Samanta Tīna,The Moon Is Rising,English,,,2,15,14,17
1656,2021,,Denmark,Fyr og Flamme,Øve os på hinanden,Danish,,,2,17,89,11
1348,2022,1,Czech Republic,We Are Domi,Lights Off,English,38,22,2,18,227,4
1349,2022,2,Romania,WRS,Llámame,"English, Spanish",65,18,2,13,118,9
1350,2022,3,Portugal,Maro,"Saudade, saudade","English, Portuguese",207,9,1,10,208,4
1351,2022,4,Finland,The Rasmus,Jezebel,English,38,21,2,1,162,7
1352,2022,5,Switzerland,Marius Bear,Boys Do Cry,English,78,17,1,4,118,9
1353,2022,6,France,Alvan and Ahez,Fulenn,Breton,17,24,,,,
1354,2022,7,Norway,Subwoolfer,Give That Wolf a Banana,English,182,10,1,16,177,6
1355,2022,8,Armenia,Rosa Linn,Snap,English,61,20,1,17,187,5
1356,2022,9,Italy,Mahmood and Blanco,Brividi,Italian,268,6,,,,
1357,2022,10,Spain,Chanel,SloMo,"Spanish, English",459,3,,,,
1358,2022,11,Netherlands,S10,De diepte,Dutch,171,11,1,8,221,2
1359,2022,12,Ukraine,Kalush Orchestra,Stefania (Стефанія),Ukrainian,631,1,1,6,337,1
1360,2022,13,Germany,Malik Harris,Rockstars,English,6,25,,,,
1361,2022,14,Lithuania,Monika Liu,Sentimentai,Lithuanian,128,14,1,3,159,7
1362,2022,15,Azerbaijan,Nadir Rustamli,Fade to Black,English,106,16,2,4,96,10
1363,2022,16,Belgium,Jérémie Makiese,Miss You,English,64,19,2,16,151,8
1364,2022,17,Greece,Amanda Georgiadi Tenfjord,Die Together,English,215,8,1,15,211,3
1365,2022,18,Iceland,Systur,Með hækkandi sól,Icelandic,20,23,1,14,103,10
1366,2022,19,Moldova,Zdob și Zdub and Advahov Brothers,Trenulețul,"Romanian, English",253,7,1,9,154,8
1367,2022,20,Sweden,Cornelia Jakobs,Hold Me Closer,English,438,4,2,17,396,1
1368,2022,21,Australia,Sheldon Riley,Not the Same,English,125,15,2,8,243,2
1369,2022,22,United Kingdom,Sam Ryder,Space Man,English,466,2,,,,
1370,2022,23,Poland,Ochman,River,English,151,12,2,14,198,6
1371,2022,24,Serbia,Konstrakta,In corpore sano,"Serbian, Latin",312,5,2,3,237,3
1372,2022,25,Estonia,Stefan,Hope,English,141,13,2,12,209,5
1657,2022,,Albania,Ronela Hajati,Sekret,"Albanian, English",,,1,1,58,12
1658,2022,,Latvia,Citi Zēni,Eat Your Salad,English,,,1,2,55,14
1659,2022,,Slovenia,LPS,Disko,Slovene,,,1,5,15,17
