,Year,Order,Country,Artist,Song,Language,Place,Points,SF,SF_Order,SF_Place,SF_Points
1157,2013,19,Iceland,Eythor Ingi,Ég á líf,Icelandic,17,47,2,8,6,72
1158,2013,20,Azerbaijan,Farid Mammadov,Hold Me,English,2,234,2,4,1,139
1159,2013,21,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Greek,6,152,2,9,2,121
1160,2013,22,Ukraine,Zlata Ognevich,Gravity,English,3,214,1,7,3,140
1161,2013,23,Italy,Marco Mengoni,L'essenziale,Italian,7,126,,,,
1162,2013,24,Norway,Margaret Berger,I Feed You My Love,English,4,191,2,13,3,120
1163,2013,25,Georgia,Nodi Tatishvili and Sophie Gelovani,Waterfall,English,15,50,2,15,10,63
1164,2013,26,Ireland,Ryan Dolan,Only Love Survives,English,26,5,1,13,8,54
1518,2013,,Austria,Natália Kelly,Shine,English,,,1,1,14,27
1519,2013,,Slovenia,Hannah,Straight into Love,English,,,1,3,16,8
1520,2013,,Croatia,Klapa s Mora,Mižerja,Croatian,,,1,4,13,38
1521,2013,,Montenegro,Who See,Igranka (Игранка),Montenegrin,,,1,9,12,41
1522,2013,,Cyprus,Despina Olympiou,An me thimasai (Aν με θυμάσαι),Greek,,,1,14,15,11
1523,2013,,Serbia,Moje 3,Ljubav je svuda (Љубав је свуда),Serbian,,,1,16,11,46
1524,2013,,Latvia,PeR,Here We Go,English,,,2,1,17,13
1525,2013,,San Marino,Valentina Monetta,Crisalide (Vola),Italian,,,2,2,11,47
1526,2013,,Macedonia,Esma and Lozano,Pred da se razdeni (Пред да се раздени),"Macedonian, Romani",,,2,3,16,28
1527,2013,,Bulgaria,Elitsa Todorova and Stoyan Yankoulov,Samo shampioni (Само шампиони),Bulgarian,,,2,7,12,45
1528,2013,,Israel,Moran Mazor,Rak Bishvilo (רק בשבילו),Hebrew,,,2,10,14,40
1529,2013,,Albania,Adrian Lulgjuraj and Bledar Sejko,Identitet,Albanian,,,2,14,15,31
1530,2013,,Switzerland,Takasa,You and Me,English,,,2,16,13,41
1165,2014,1,Ukraine,Mariya Yaremchuk,Tick-Tock,English,6,113,1,9,5,118
1166,2014,2,Belarus,Teo,Cheesecake,English,16,43,2,10,5,87
1167,2014,3,Azerbaijan,Dilara Kazimova,Start a Fire,English,22,33,1,8,9,57
1168,2014,4,Iceland,Pollapönk,No Prejudice,English,15,58,1,5,8,61
1169,2014,5,Norway,Carl Espen,Silent Storm,English,8,88,2,3,6,77
1170,2014,6,Romania,Paula Seling and Ovi,Miracle,English,12,72,2,15,2,125
1171,2014,7,Armenia,Aram Mp3,Not Alone,English,4,174,1,1,4,121
1172,2014,8,Montenegro,Sergej Ćetković,Moj svijet (Мој свијет),Montenegrin,19,37,1,15,7,63
1173,2014,9,Poland,Donatan and Cleo,My Słowianie – We Are Slavic,"Polish, English",14,62,2,5,8,70
1174,2014,10,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,English,20,35,2,13,7,74
1175,2014,11,Austria,Conchita Wurst,Rise Like a Phoenix,English,1,290,2,6,1,169
1176,2014,12,Germany,Elaiza,Is It Right,English,18,39,,,,
1177,2014,13,Sweden,Sanna Nielsen,Undo,English,3,218,1,4,2,131
1178,2014,14,France,Twin Twin,Moustache,French,26,2,,,,
1179,2014,15,Russia,Tolmachevy Sisters,Shine,English,7,89,1,7,6,63
1180,2014,16,Italy,Emma,La mia città,Italian,21,33,,,,
1181,2014,17,Slovenia,Tinkara Kovač,Round and Round,"English, Slovene",25,9,2,14,10,52
1182,2014,18,Finland,Softengine,Something Better,English,11,72,2,8,3,97
1183,2014,19,Spain,Ruth Lorenzo,Dancing in the Rain,"English, Spanish",10,74,,,,
1184,2014,20,Switzerland,Sebalter,Hunter of Stars,English,13,64,2,12,4,92
1185,2014,21,Hungary,András Kállay-Saunders,Running,English,5,143,1,16,3,127
1186,2014,22,Malta,Firelight,Coming Home,English,23,32,2,1,9,63
1187,2014,23,Denmark,Basim,Cliche Love Song,English,9,74,,,,
1188,2014,24,Netherlands,The Common Linnets,Calm After the Storm,English,2,238,1,14,1,150
1189,2014,25,San Marino,Valentina Monetta,Maybe,English,24,14,1,12,10,40
1190,2014,26,United Kingdom,Molly,Children of the Universe,English,17,40,,,,
1531,2014,,Latvia,Aarzemnieki,Cake to Bake,English,,,1,2,13,33
1532,2014,,Estonia,Tanja,Amazing,English,,,1,3,12,36
1533,2014,,Albania,Hersi,One Night's Anger,English,,,1,6,15,22
1534,2014,,Belgium,Axel Hirsoux,Mother,English,,,1,10,14,28
1535,2014,,Moldova,Cristina Scarlat,Wild Soul,English,,,1,11,16,13
1536,2014,,Portugal,Suzy,Quero ser tua,Portuguese,,,1,13,11,39
1537,2014,,Israel,Mei Finegold,Same Heart,"English, Hebrew",,,2,2,14,19
1538,2014,,Georgia,The Shin and Mariko,Three Minutes to Earth,English,,,2,4,15,15
1539,2014,,Lithuania,Vilija,Attention,English,,,2,7,11,36
1540,2014,,Ireland,Can-linn feat. Kasey Smith,Heartbeat,English,,,2,9,12,35
1541,2014,,Macedonia,Tijana,To the Sky,English,,,2,11,13,33
1191,2015,1,Slovenia,Maraaya,Here for You,English,14,39,2,16,5,92
1192,2015,2,France,Lisa Angell,N'oubliez pas,French,25,4,,,,
1193,2015,3,Israel,Nadav Guedj,Golden Boy,English,9,97,2,9,3,151
1194,2015,4,Estonia,Elina Born and Stig Rästa,Goodbye to Yesterday,English,7,106,1,7,3,105
1195,2015,5,United Kingdom,Electro Velvet,Still in Love with You,English,24,5,,,,
1196,2015,6,Armenia,Genealogy,Face the Shadow,English,16,34,1,2,7,77
1197,2015,7,Lithuania,Monika Linkytė and Vaidas Baumila,This Time,English,18,30,2,1,7,67
1198,2015,8,Serbia,Bojana Stamenov,Beauty Never Lies,English,10,53,1,9,9,63
1199,2015,9,Norway,Mørland and Debrah Scarlett,A Monster Like Me,English,8,102,2,6,4,123
1200,2015,10,Sweden,Måns Zelmerlöw,Heroes,English,1,365,2,13,1,217
1201,2015,11,Cyprus,John Karayiannis,One Thing I Should Have Done,English,22,11,2,15,6,87
1202,2015,12,Australia,Guy Sebastian,Tonight Again,English,5,196,,,,
1203,2015,13,Belgium,Loïc Nottet,Rhythm Inside,English,4,217,1,3,2,149
1204,2015,14,Austria,The Makemakes,I Am Yours,English,26,0,,,,
1205,2015,15,Greece,Maria Elena Kyriakou,One Last Breath,English,19,23,1,6,6,81
1206,2015,16,Montenegro,Knez,Adio (Адио),Montenegrin,13,44,2,4,9,57
1207,2015,17,Germany,Ann Sophie,Black Smoke,English,27,0,,,,
1208,2015,18,Poland,Monika Kuszyńska,In the Name of Love,English,23,10,2,17,8,57
1209,2015,19,Latvia,Aminata,Love Injected,English,6,186,2,10,2,155
1210,2015,20,Romania,Voltaj,De la capăt,"Romanian, English",15,35,1,15,5,89
1211,2015,21,Spain,Edurne,Amanecer,Spanish,21,15,,,,
1212,2015,22,Hungary,Boggie,Wars for Nothing,English,20,19,1,10,8,67
1213,2015,23,Georgia,Nina Sublatti,Warrior,English,11,51,1,16,4,98
1214,2015,24,Azerbaijan,Elnur Hüseynov,Hour of the Wolf,English,12,49,2,11,10,53
1215,2015,25,Russia,Polina Gagarina,A Million Voices,English,2,303,1,12,1,182
1216,2015,26,Albania,Elhaida Dani,I'm Alive,English,17,34,1,14,10,62
1217,2015,27,Italy,Il Volo,Grande amore,Italian,3,292,,,,
1542,2015,,Moldova,Eduard Romanyuta,I Want Your Love,English,,,1,1,11,41
1543,2015,,Netherlands,Trijntje Oosterhuis,Walk Along,English,,,1,4,14,33
1544,2015,,Finland,Pertti Kurikan Nimipäivät,Aina mun pitää,Finnish,,,1,5,16,13
1545,2015,,Macedonia,Daniel Kajmakoski,Autumn Leaves,English,,,1,8,15,28
1546,2015,,Belarus,Uzari and Maimuna,Time,English,,,1,11,12,39
1547,2015,,Denmark,Anti Social Media,The Way You Are,English,,,1,13,13,33
1548,2015,,Ireland,Molly Sterling,Playing with Numbers,English,,,2,2,12,35
1549,2015,,San Marino,Anita Simoncini and Michele Perniola,Chain of Lights,English,,,2,3,16,11
1550,2015,,Malta,Amber,Warrior,English,,,2,5,11,43
1551,2015,,Portugal,Leonor Andrade,Há um mar que nos separa,Portuguese,,,2,7,14,19
1552,2015,,Czech Republic,Marta Jandová and Václav Noid Bárta,Hope Never Dies,English,,,2,8,13,33
1553,2015,,Iceland,Maria Olafs,Unbroken,English,,,2,12,15,14
1554,2015,,Switzerland,Mélanie René,Time to Shine,English,,,2,14,17,4
1218,2016,1,Belgium,Laura Tesoro,What's the Pressure,English,10,181,2,18,3,274
1219,2016,2,Czech Republic,Gabriela Gunčíková,I Stand,English,25,41,1,10,9,161
1220,2016,3,Netherlands,Douwe Bob,Slow Down,English,11,153,1,6,5,197
1221,2016,4,Azerbaijan,Samra,Miracle,English,17,117,1,14,6,185
1222,2016,5,Hungary,Freddie,Pioneer,English,19,108,1,4,4,197
1223,2016,6,Italy,Francesca Michielin,No Degree of Separation,"Italian, English",16,124,,,,
1224,2016,7,Israel,Hovi Star,Made of Stars,English,14,135,2,4,7,147
1225,2016,8,Bulgaria,Poli Genova,If Love Was a Crime,"English, Bulgarian",4,307,2,12,5,220
1226,2016,9,Sweden,Frans,If I Were Sorry,English,5,261,,,,
1227,2016,10,Germany,Jamie-Lee,Ghost,English,26,11,,,,
1228,2016,11,France,Amir,J'ai cherché,"French, English",6,257,,,,
1229,2016,12,Poland,Michał Szpak,Color of Your Life,English,8,229,2,2,6,151
1230,2016,13,Australia,Dami Im,Sound of Silence,English,2,511,2,10,1,330
1231,2016,14,Cyprus,Minus One,Alter Ego,English,21,96,1,11,8,164
1232,2016,15,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),English,18,115,2,6,10,105
1233,2016,16,Lithuania,Donny Montell,I've Been Waiting for This Night,English,9,200,2,9,4,222
1234,2016,17,Croatia,Nina Kraljić,Lighthouse,English,23,73,1,5,10,133
1235,2016,18,Russia,Sergey Lazarev,You Are the Only One,English,3,491,1,9,1,342
1236,2016,19,Spain,Barei,Say Yay!,English,22,77,,,,
1237,2016,20,Latvia,Justs,Heartbeat,English,15,132,2,1,8,132
1238,2016,21,Ukraine,Jamala,1944,"English, Crimean Tatar",1,534,2,14,2,287
1239,2016,22,Malta,Ira Losco,Walk on Water,English,12,153,1,18,3,209
1240,2016,23,Georgia,Nika Kocharov and Young Georgian Lolitaz,Midnight Gold,English,20,104,2,16,9,123
1241,2016,24,Austria,Zoë,Loin d'ici,French,13,151,1,12,7,170
1242,2016,25,United Kingdom,Joe and Jake,You're Not Alone,English,24,62,,,,
1243,2016,26,Armenia,Iveta Mukuchyan,LoveWave,English,7,249,1,7,2,243
1555,2016,,Finland,Sandhja,Sing It Away,English,,,1,1,15,51
1556,2016,,Greece,Argo,Utopian Land,"English, Greek",,,1,2,16,44
1557,2016,,Moldova,Lidia Isac,Falling Stars,English,,,1,3,17,33
1558,2016,,San Marino,Serhat,I Didn't Know,English,,,1,8,12,68
1559,2016,,Estonia,Jüri Pootsmann,Play,English,,,1,13,18,24
1560,2016,,Montenegro,Highway,The Real Thing,English,,,1,15,13,60
1561,2016,,Iceland,Greta Salóme,Hear Them Calling,English,,,1,16,14,51
1562,2016,,Bosnia and Herzegovina,Dalal and Deen feat. Ana Rucner and Jala,Ljubav je,Bosnian,,,1,17,11,104
1563,2016,,Switzerland,Rykka,The Last of Our Kind,English,,,2,3,18,28
1564,2016,,Belarus,Ivan,Help You Fly,English,,,2,5,12,84
1565,2016,,Ireland,Nicky Byrne,Sunlight,English,,,2,7,15,46
1566,2016,,Macedonia,Kaliopi,Dona (Дона),Macedonian,,,2,8,11,88
1567,2016,,Slovenia,ManuElla,Blue and Red,English,,,2,11,14,57
1568,2016,,Denmark,Lighthouse X,Soldiers of Love,English,,,2,13,17,34
1569,2016,,Norway,Agnete,Icebreaker,English,,,2,15,13,63
1570,2016,,Albania,Eneda Tarifa,Fairytale,English,,,2,17,16,45
1244,2017,1,Israel,Imri,I Feel Alive,English,23,39,2,18,3,207
1245,2017,2,Poland,Kasia Moś,Flashlight,English,22,64,1,11,9,119
1246,2017,3,Belarus,Naviband,Story of My Life,Belarusian,17,83,2,14,9,110
1247,2017,4,Austria,Nathan Trent,Running on Air,English,16,93,2,2,7,147
1248,2017,5,Armenia,Artsvik,Fly with Me,English,18,79,1,16,7,152
1249,2017,6,Netherlands,O'G3NE,Lights and Shadows,English,11,150,2,6,4,200
1250,2017,7,Moldova,SunStroke Project,Hey Mamma,English,3,374,1,12,2,291
1251,2017,8,Hungary,Joci Pápai,Origo,Hungarian,8,200,2,7,2,231
1252,2017,9,Italy,Francesco Gabbani,Occidentali's Karma,Italian,6,334,,,,
1253,2017,10,Denmark,Anja Nissen,Where I Am,English,20,77,2,8,10,101
1254,2017,11,Portugal,Salvador Sobral,Amar pelos dois,Portuguese,1,758,1,9,1,370
1255,2017,12,Azerbaijan,Dihaj,Skeletons,English,14,120,1,8,8,150
1256,2017,13,Croatia,Jacques Houdek,My Friend,"English, Italian",13,128,2,11,8,141
1257,2017,14,Australia,Isaiah,Don't Come Easy,English,9,173,1,3,6,160
1258,2017,15,Greece,Demy,This Is Love,English,19,77,1,10,10,115
1259,2017,16,Spain,Manel Navarro,Do It for Your Lover,"Spanish, English",26,5,,,,
1260,2017,17,Norway,Jowst,Grab the Moment,English,10,158,2,12,5,189
1261,2017,18,United Kingdom,Lucie Jones,Never Give Up on You,English,15,111,,,,
1262,2017,19,Cyprus,Hovig,Gravity,English,21,68,1,15,5,164
1263,2017,20,Romania,Ilinca feat. Alex Florea,Yodel It!,English,7,282,2,5,6,174
1264,2017,21,Germany,Levina,Perfect Life,English,25,6,,,,
1265,2017,22,Ukraine,O.Torvald,Time,English,24,36,,,,
1266,2017,23,Belgium,Blanche,City Lights,English,4,363,1,5,4,165
1267,2017,24,Sweden,Robin Bengtsson,I Can't Go On,English,5,344,1,1,3,227
1268,2017,25,Bulgaria,Kristian Kostov,Beautiful Mess,English,2,615,2,15,1,403
1269,2017,26,France,Alma,Requiem,"French, English",12,135,,,,
1571,2017,,Georgia,Tamara Gachechiladze,Keep the Faith,English,,,1,2,11,99
1572,2017,,Albania,Lindita,World,English,,,1,4,14,76
1573,2017,,Montenegro,Slavko Kalezić,Space,English,,,1,6,16,56
1574,2017,,Finland,Norma John,Blackbird,English,,,1,7,12,92
1575,2017,,Iceland,Svala,Paper,English,,,1,13,15,60
1576,2017,,Czech Republic,Martina Bárta,My Turn,English,,,1,14,13,83
1577,2017,,Slovenia,Omar Naber,On My Way,English,,,1,17,17,36
1578,2017,,Latvia,Triana Park,Line,English,,,1,18,18,21
1579,2017,,Serbia,Tijana Bogićević,In Too Deep,English,,,2,1,11,98
1580,2017,,Macedonia,Jana Burčeska,Dance Alone,English,,,2,3,15,69
1581,2017,,Malta,Claudia Faniello,Breathlessly,English,,,2,4,16,55
1582,2017,,Ireland,Brendan Murray,Dying to Try,English,,,2,9,13,86
1583,2017,,San Marino,Valentina Monetta and Jimmie Wilson,Spirit of the Night,English,,,2,10,18,1
1584,2017,,Switzerland,Timebelle,Apollo,English,,,2,13,12,97
1585,2017,,Lithuania,Fusedmarc,Rain of Revolution,English,,,2,16,17,42
1586,2017,,Estonia,Koit Toome and Laura,Verona,English,,,2,17,14,85
1270,2018,1,Ukraine,Mélovin,Under the Ladder,English,17,130,2,18,6,179
1271,2018,2,Spain,Amaia and Alfred,Tu canción,Spanish,23,61,,,,
1272,2018,3,Slovenia,Lea Sirk,"Hvala, ne!",Slovene,22,64,2,17,8,132
1273,2018,4,Lithuania,Ieva Zasimauskaitė,When We're Old,English,12,181,1,6,9,119
1274,2018,5,Austria,Cesár Sampson,Nobody but You,English,3,342,1,13,4,231
1275,2018,6,Estonia,Elina Nechayeva,La forza,Italian,8,245,1,9,5,201
1276,2018,7,Norway,Alexander Rybak,That's How You Write a Song,English,15,144,2,1,1,266
1277,2018,8,Portugal,Cláudia Pascoal,O jardim,Portuguese,26,39,,,,
1278,2018,9,United Kingdom,SuRie,Storm,English,24,48,,,,
1279,2018,10,Serbia,Sanja Ilić and Balkanika,Nova deca (Нова деца),Serbian,19,113,2,3,9,117
1280,2018,11,Germany,Michael Schulte,You Let Me Walk Alone,English,4,340,,,,
1281,2018,12,Albania,Eugent Bushpepa,Mall,Albanian,11,184,1,3,8,162
1282,2018,13,France,Madame Monsieur,Mercy,French,13,173,,,,
1283,2018,14,Czech Republic,Mikolas Josef,Lie to Me,English,6,281,1,5,3,232
1284,2018,15,Denmark,Rasmussen,Higher Ground,English,9,226,2,5,5,204
1285,2018,16,Australia,Jessica Mauboy,We Got Love,English,20,99,2,9,4,212
1286,2018,17,Finland,Saara Aalto,Monsters,English,25,46,1,15,10,108
1287,2018,18,Bulgaria,Equinox,Bones,English,14,166,1,10,7,177
1288,2018,19,Moldova,DoReDoS,My Lucky Day,English,10,209,2,7,3,235
1289,2018,20,Sweden,Benjamin Ingrosso,Dance You Off,English,7,274,2,15,2,254
1290,2018,21,Hungary,AWS,Viszlát nyár,Hungarian,21,93,2,13,10,111
1291,2018,22,Israel,Netta,Toy,English,1,529,1,7,1,283
1292,2018,23,Netherlands,Waylon,Outlaw in 'Em,English,18,121,2,8,7,174
1293,2018,24,Ireland,Ryan O'Shaughnessy,Together,English,16,136,1,18,6,179
1294,2018,25,Cyprus,Eleni Foureira,Fuego,English,2,436,1,19,2,262
1295,2018,26,Italy,Ermal Meta and Fabrizio Moro,Non mi avete fatto niente,Italian,5,308,,,,
1587,2018,,Azerbaijan,Aisel,X My Heart,English,,,1,1,11,94
1588,2018,,Iceland,Ari Ólafsson,Our Choice,English,,,1,2,19,15
1589,2018,,Belgium,Sennek,A Matter of Time,English,,,1,4,12,91
1590,2018,,Belarus,Alekseev,Forever,English,,,1,8,16,65
1591,2018,,Macedonia,Eye Cue,Lost and Found,English,,,1,11,18,24
1592,2018,,Croatia,Franka,Crazy,English,,,1,12,17,63
1593,2018,,Greece,Yianna Terzi,Oniro mou (Όνειρό μου),Greek,,,1,14,14,81
1594,2018,,Armenia,Sevak Khanagyan,Qami (Քամի),Armenian,,,1,16,15,79
1595,2018,,Switzerland,Zibbz,Stones,English,,,1,17,13,86
1596,2018,,Romania,The Humans,Goodbye,English,,,2,2,11,107
1597,2018,,San Marino,Jessika feat. Jenifer Brening,Who We Are,English,,,2,4,17,28
1598,2018,,Russia,Julia Samoylova,I Won't Break,English,,,2,6,15,65
1599,2018,,Georgia,Ethno-Jazz Band Iriao,For You,Georgian,,,2,10,18,24
1600,2018,,Poland,Gromee feat. Lukas Meijer,Light Me Up,English,,,2,11,14,81
1601,2018,,Malta,Christabelle,Taboo,English,,,2,12,13,101
1602,2018,,Latvia,Laura Rizzotto,Funny Girl,English,,,2,14,12,106
1603,2018,,Montenegro,Vanja Radovanović,Inje (Иње),Montenegrin,,,2,16,16,40
1296,2019,1,Malta,Michela,Chameleon,English,14,107,2,11,8,157
1297,2019,2,Albania,Jonida Maliqi,Ktheju tokës,Albanian,17,90,2,14,9,96
1298,2019,3,Czech Republic,Lake Malawi,Friend of a Friend,English,11,157,1,6,2,242
1299,2019,4,Germany,Sisters,Sister,English,25,24,,,,
1300,2019,5,Russia,Sergey Lazarev,Scream,English,3,370,2,13,6,217
1301,2019,6,Denmark,Leonora,Love Is Forever,"English, French",12,120,2,7,10,94
1302,2019,7,San Marino,Serhat,Say Na Na Na,English,19,77,1,17,8,150
1303,2019,8,Macedonia,Tamara Todevska,Proud,English,7,305,2,17,2,239
1304,2019,9,Sweden,John Lundvik,Too Late for Love,English,5,334,2,8,3,238
1305,2019,10,Slovenia,Zala Kralj and Gašper Šantl,Sebi,Slovene,15,105,1,5,6,167
1306,2019,11,Cyprus,Tamta,Replay,English,13,109,1,1,9,149
1307,2019,12,Netherlands,Duncan Laurence,Arcade,English,1,498,2,16,1,280
1308,2019,13,Greece,Katerine Duska,Better Love,English,21,74,1,16,5,185
1309,2019,14,Israel,Kobi Marimi,Home,English,23,35,,,,
1310,2019,15,Norway,Keiino,Spirit in the Sky,English,6,331,2,15,7,210
1311,2019,16,United Kingdom,Michael Rice,Bigger than Us,English,26,11,,,,
1312,2019,17,Iceland,Hatari,Hatrið mun sigra,Icelandic,10,232,1,13,3,221
1313,2019,18,Estonia,Victor Crone,Storm,English,20,76,1,14,4,198
1314,2019,19,Belarus,Zena,Like It,English,24,31,1,8,10,122
1315,2019,20,Azerbaijan,Chingiz,Truth,English,8,302,2,18,5,224
1316,2019,21,France,Bilal Hassani,Roi,"French, English",16,105,,,,
1317,2019,22,Italy,Mahmood,Soldi,Italian,2,472,,,,
1318,2019,23,Serbia,Nevena Božović,Kruna (Круна),Serbian,18,89,1,9,7,156
1319,2019,24,Switzerland,Luca Hänni,She Got Me,English,4,364,2,4,4,232
1320,2019,25,Australia,Kate Miller-Heidke,Zero Gravity,English,9,284,1,12,1,261
1321,2019,26,Spain,Miki,La venda,Spanish,22,54,,,,
1604,2019,,Montenegro,D mol,Heaven,English,,,1,2,16,46
1605,2019,,Finland,Darude feat. Sebastian Rejman,Look Away,English,,,1,3,17,23
1606,2019,,Poland,Tulia,Fire of Love (Pali się),"Polish, English",,,1,4,11,120
1607,2019,,Hungary,Joci Pápai,Az én apám,Hungarian,,,1,7,12,97
1608,2019,,Belgium,Eliot,Wake Up,English,,,1,10,13,70
1609,2019,,Georgia,Oto Nemsadze,Keep On Going,Georgian,,,1,11,14,62
1610,2019,,Portugal,Conan Osíris,Telemóveis,Portuguese,,,1,15,15,51
1611,2019,,Armenia,Srbuk,Walking Out,English,,,2,1,16,49
1612,2019,,Ireland,Sarah McTernan,22,English,,,2,2,18,16
1613,2019,,Moldova,Anna Odobescu,Stay,English,,,2,3,12,85
1614,2019,,Latvia,Carousel,That Night,English,,,2,5,15,50
1615,2019,,Romania,Ester Peony,On a Sunday,English,,,2,6,13,71
1616,2019,,Austria,Pænda,Limits,English,,,2,9,17,21
1617,2019,,Croatia,Roko,The Dream,"English, Croatian",,,2,10,14,64
1618,2019,,Lithuania,Jurij Veklenko,Run with the Lions,English,,,2,12,11,93
1322,2021,1,Cyprus,Elena Tsagrinou,El Diablo,English,16,94,1,8,6,170
1323,2021,2,Albania,Anxhela Peristeri,Karma,Albanian,21,57,2,11,10,112
1324,2021,3,Israel,Eden Alene,Set Me Free,English,17,93,1,12,5,192
1325,2021,4,Belgium,Hooverphonic,The Wrong Place,English,19,74,1,11,9,117
1326,2021,5,Russia,Manizha,Russian Woman,"Russian, English",9,204,1,3,3,225
1327,2021,6,Malta,Destiny,Je me casse,English,7,255,1,16,1,325
1328,2021,7,Portugal,The Black Mamba,Love Is on My Side,English,12,153,2,12,4,239
1329,2021,8,Serbia,Hurricane,Loco Loco,Serbian,15,102,2,9,8,124
1330,2021,9,United Kingdom,James Newman,Embers,English,26,0,,,,
1331,2021,10,Greece,Stefania,Last Dance,English,10,170,2,4,6,184
1332,2021,11,Switzerland,Gjon's Tears,Tout l'univers,French,3,432,2,16,1,291
1333,2021,12,Iceland,Daði og Gagnamagnið,10 Years,English,4,378,2,8,2,288
1334,2021,13,Spain,Blas Cantó,Voy a quedarme,Spanish,24,6,,,,
1335,2021,14,Moldova,Natalia Gordienko,Sugar,English,13,115,2,7,7,179
1336,2021,15,Germany,Jendrik,I Don't Feel Hate,English,25,3,,,,
1337,2021,16,Finland,Blind Channel,Dark Side,English,6,301,2,14,5,234
1338,2021,17,Bulgaria,Victoria,Growing Up Is Getting Old,English,11,170,2,13,3,250
1339,2021,18,Lithuania,The Roop,Discoteque,English,8,220,1,1,4,203
1340,2021,19,Ukraine,Go_A,Shum (Шум),Ukrainian,5,364,1,15,2,267
1341,2021,20,France,Barbara Pravi,Voilà,French,2,499,,,,
1342,2021,21,Azerbaijan,Efendi,Mata Hari,English,20,65,1,14,8,138
1343,2021,22,Norway,Tix,Fallen Angel,English,18,75,1,9,10,115
1344,2021,23,Netherlands,Jeangu Macrooy,Birth of a New Age,"English, Sranan Tongo",23,11,,,,
1345,2021,24,Italy,Måneskin,Zitti e buoni,Italian,1,524,,,,
1346,2021,25,Sweden,Tusse,Voices,English,14,109,1,4,7,142
1347,2021,26,San Marino,Senhit,Adrenalina,English,22,50,2,1,9,118
1619,2021,,Slovenia,Ana Soklič,Amen,English,,,1,2,13,44
1620,2021,,Australia,Montaigne,Technicolour,English,,,1,5,14,28
1621,2021,,Macedonia,Vasil,Here I Stand,English,,,1,6,15,23
1622,2021,,Ireland,Lesley Roy,Maps,English,,,1,7,16,20
1623,2021,,Croatia,Albina,Tick-Tock,"English, Croatian",,,1,10,11,110
1624,2021,,Romania,Roxen,Amnesia,English,,,1,13,12,85
1625,2021,,Estonia,Uku Suviste,The Lucky One,English,,,2,2,13,58
1626,2021,,Czech Republic,Benny Cristo,Omaga,English,,,2,3,15,23
1627,2021,,Austria,Vincent Bueno,Amen,English,,,2,5,12,66
1628,2021,,Poland,Rafał,The Ride,English,,,2,6,14,35
1629,2021,,Georgia,Tornike Kipiani,You,English,,,2,10,16,16
1630,2021,,Latvia,Samanta Tīna,The Moon Is Rising,English,,,2,15,17,14
1631,2021,,Denmark,Fyr og Flamme,Øve os på hinanden,Danish,,,2,17,11,89
1348,2022,1,Czech Republic,We Are Domi,Lights Off,English,22,38,2,18,4,227
1349,2022,2,Romania,WRS,Llámame,"English, Spanish",18,65,2,13,9,118
1350,2022,3,Portugal,Maro,"Saudade, saudade","English, Portuguese",9,207,1,10,4,208
1351,2022,4,Finland,The Rasmus,Jezebel,English,21,38,2,1,7,162
1352,2022,5,Switzerland,Marius Bear,Boys Do Cry,English,17,78,1,4,9,118
1353,2022,6,France,Alvan and Ahez,Fulenn,Breton,24,17,,,,
1354,2022,7,Norway,Subwoolfer,Give That Wolf a Banana,English,10,182,1,16,6,177
1355,2022,8,Armenia,Rosa Linn,Snap,English,20,61,1,17,5,187
1356,2022,9,Italy,Mahmood and Blanco,Brividi,Italian,6,268,,,,
1357,2022,10,Spain,Chanel,SloMo,"Spanish, English",3,459,,,,
1358,2022,11,Netherlands,S10,De diepte,Dutch,11,171,1,8,2,221
1359,2022,12,Ukraine,Kalush Orchestra,Stefania (Стефанія),Ukrainian,1,631,1,6,1,337
1360,2022,13,Germany,Malik Harris,Rockstars,English,25,6,,,,
1361,2022,14,Lithuania,Monika Liu,Sentimentai,Lithuanian,14,128,1,3,7,159
1362,2022,15,Azerbaijan,Nadir Rustamli,Fade to Black,English,16,106,2,4,10,96
1363,2022,16,Belgium,Jérémie Makiese,Miss You,English,19,64,2,16,8,151
1364,2022,17,Greece,Amanda Georgiadi Tenfjord,Die Together,English,8,215,1,15,3,211
1365,2022,18,Iceland,Systur,Með hækkandi sól,Icelandic,23,20,1,14,10,103
1366,2022,19,Moldova,Zdob și Zdub and Advahov Brothers,Trenulețul,"Romanian, English",7,253,1,9,8,154
1367,2022,20,Sweden,Cornelia Jakobs,Hold Me Closer,English,4,438,2,17,1,396
1368,2022,21,Australia,Sheldon Riley,Not the Same,English,15,125,2,8,2,243
1369,2022,22,United Kingdom,Sam Ryder,Space Man,English,2,466,,,,
1370,2022,23,Poland,Ochman,River,English,12,151,2,14,6,198
1371,2022,24,Serbia,Konstrakta,In corpore sano,"Serbian, Latin",5,312,2,3,3,237
1372,2022,25,Estonia,Stefan,Hope,English,13,141,2,12,5,209
1632,2022,,Albania,Ronela Hajati,Sekret,"Albanian, English",,,1,1,12,58
1633,2022,,Latvia,Citi Zēni,Eat Your Salad,English,,,1,2,14,55
1634,2022,,Slovenia,LPS,Disko,Slovene,,,1,5,17,15
1635,2022,,Bulgaria,Intelligent Music Project,Intention,English,,,1,7,16,29
